,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
93245,이용호,85,1970년 05월 06일,(우투우타),180cm/86kg,서울영일초-우신중-서울고-건국대-OB-두산-LG,,,,93OB
93265,공유선,,1974년 08월 12일,내야수(우투우타),0cm/0kg,휘문고,,,,
93309,손차훈,4,1970년 08월 11일,내야수(우투우타),181cm/77kg,공주고-한양대-현대,,,,
93311,김홍집,27,1971년 01월 30일,투수(좌투좌타),179cm/90kg,인천고-단국대-현대-한화,,,,
93314,김갑중,4,1970년 08월 15일,외야수(우투우타),174cm/75kg,광주진흥고-한양대-태평양,,,,
93332,김성준,32,1974년 05월 20일,포수(우투우타),182cm/85kg,인천고,,,,
93336,공의식,,1970년 09월 20일,외야수(우투우타),0cm/0kg,동국대,,,,
93339,계기범,,1970년 12월 29일,외야수(우투우타),0cm/0kg,홍익대,,,,
93349,장용대,50,1974년 10월 23일,외야수(우투우타),180cm/81kg,유신고-현대-쌍방울,,,,
93357,노승욱,57,1974년 03월 10일,투수(우언우타),177cm/78kg,관산초-안산중앙중-부천고-태평양-현대,,,,
93362,김선우,,1973년 07월 02일,포수(우투우타),0cm/0kg,광영고,,,,
93367,김민범,67,1973년 06월 07일,투수(좌투좌타),179cm/77kg,평창초-경포중-강릉고,,,,
93404,최홍주,,1970년 04월 23일,외야수(우투우타),0cm/0kg,동아대,,,,
93410,양준혁,10,1969년 05월 26일,외야수(좌투좌타),188cm/95kg,남도초-경운중-대구상고-영남대-삼성-해태-LG,,,93 삼성 1차,99해태
93411,정영규,54,1970년 11월 03일,외야수(좌투좌타),185cm/84kg,광주제일고-동국대-삼성-한화-LG-해태,,,,
93417,박충식,15,1970년 09월 03일,투수(우언우타),183cm/79kg,광주상고-경희대-삼성-해태,,,,
93424,강태윤,,1965년 09월 15일,외야수(우투우타),0cm/0kg,일본 근기대,,,,
93425,김종국,,1972년 09월 25일,투수(우투우타),0cm/0kg,공주고,,,,
93443,최병국,,1972년 01월 22일,내야수(우투우타),0cm/0kg,단국대,,,,
93453,김현욱,97,1970년 07월 06일,(우언우타),184cm/82kg,대구옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,,,,93삼성
93475,최한경,29,1974년 11월 20일,투수(우투우타),186cm/85kg,포철공고,,,,
93494,이동수,73,1973년 03월 24일,(우투우타),184cm/100kg,칠성초-경상중-대구고-삼성-롯데-쌍방울-SK-해태-KIA-두산,,,,
93495,장재영,87,1971년 04월 28일,(우투우타),171cm/80kg,낙민초-동해중-부산사대부고-동아대,,,,11롯데코치
93502,정호진,88,1974년 01월 05일,(우투우타),173cm/98kg,양덕초-마산동중-마산상고-부산정보대,,,,93롯데
93523,송태일,87,1970년 04월 05일,(우투우타),174cm/98kg,신일고-건국대,,,,
93525,조규철,25,1969년 03월 15일,내야수(우투우타),179cm/75kg,대전고-성균관대,,,,
93547,김경환,,1970년 07월 11일,투수(우투우타),0cm/0kg,경성대,,,,
93550,김정훈,,1970년 04월 06일,투수(우투우타),0cm/0kg,동아대,,,,
93551,서정민,,1974년 06월 08일,투수(우투우타),0cm/0kg,경남고,,,,
93552,고성범,,1974년 09월 13일,투수(우투우타),0cm/0kg,동래고,,,,
93556,박기복,,1971년 01월 16일,외야수(우투우타),0cm/0kg,인하대,,,,
93557,권재광,,1971년 04월 27일,외야수(우투우타),0cm/0kg,동아대,,,,
93601,이용석,,1970년 03월 20일,외야수(우투우타),0cm/0kg,단국대,,,,
93607,이종범,77,1970년 08월 15일,(우투우타),178cm/73kg,광주서림초-충장중-광주제일고-건국대-해태-KIA,,,,93해태
93612,김훈,,1970년 03월 11일,외야수(우투우타),0cm/0kg,연세대,,,,
93621,이우혁,58,1975년 06월 17일,투수(우투우타),180cm/78kg,광주상고,,,,
93626,이대진,78,1974년 06월 09일,(우투우타),180cm/83kg,광주서림초-진흥중-진흥고-(한국사이버대)-해태-KIA-LG,,,,93해태
93628,박진철,35,1975년 02월 28일,투수(우언우타),196cm/108kg,진흥고-해태-KIA,,,,
93642,이재만,20,1970년 07월 14일,투수(좌투좌타),181cm/88kg,대구상고-영남대-해태,,,,
93645,이민호,,1970년 08월 25일,외야수(우투우타),0cm/0kg,한양대,,,,
93656,김지영,32,1974년 04월 21일,포수(우투우타),180cm/75kg,영흥고-해태,,,,
93662,지윤석,,1974년 04월 03일,포수(우투우타),0cm/0kg,광주상고,,,,
93670,오명종,,1974년 01월 14일,외야수(우투우타),0cm/0kg,진흥고,,,,
93677,조용수,,1973년 06월 25일,투수(좌투좌타),0cm/0kg,부산공고,,,,
93705,허준,15,1970년 05월 29일,내야수(우투우타),181cm/74kg,공주고-경성대-한화,,,,
93715,구대성,15,1969년 08월 02일,투수(좌투좌타),183cm/85kg,대전신흥초-충남중-대전고-한양대-빙그레,,,93 빙그레 1차,94한화
93720,지화선,,1970년 05월 10일,외야수(우투우타),0cm/0kg,동아대,,,,
93723,우태원,,1972년 07월 24일,내야수(우투우타),0cm/0kg,광영고,,,,
93726,고기성,,1970년 06월 27일,외야수(우투우타),0cm/0kg,동아대,,,,
93728,노장진,18,1974년 08월 10일,투수(우투우타),178cm/91kg,공주고-한화-삼성,,,,
93731,김성열,,1969년 10월 06일,내야수(우투우타),0cm/0kg,인하대,,,,
93732,원현식,,1970년 03월 15일,포수(우투우타),0cm/0kg,건국대,,,,
93748,이민호,3,1969년 09월 02일,내야수(우투우타),178cm/80kg,포철공고-영남대-빙그레-한화-쌍방울,,,,
93751,김정윤,51,1974년 03월 18일,내야수(우투우타),178cm/75kg,한서고,,,,
93802,정기창,92,1970년 12월 21일,(우투우타),182cm/102kg,대구옥산초-경상중-경북고-한양대-쌍방울-한화,,,,94쌍방울
93806,한혁수,85,1970년 10월 11일,(우투우타),179cm/85kg,충암초-충암중-충암고-경희대-쌍방울,,,,93쌍방울
93807,최태원,85,1970년 08월 19일,(우투우타),179cm/83kg,미성초-성남중-성남고-경희대-쌍방울-SK,,,,93쌍방울
93812,김충민,44,1970년 03월 05일,포수(우투우타),176cm/86kg,동산고-인하대-한화,,,,
93817,성영재,65,1971년 03월 09일,투수(우언우타),185cm/90kg,광주제일고-인하대-쌍방울-SK-해태-KIA-두산,,,,
93838,박상수,,1970년 06월 29일,외야수(좌투좌타),0cm/0kg,원광대,,,,
93862,강희석,47,1974년 02월 07일,투수(우투우타),187cm/78kg,군산상고-쌍방울,,,,
94105,박은우,,1971년 11월 19일,외야수(우투우타),0cm/0kg,원광대,,,,
94106,류지현,6,1971년 05월 25일,(우투우타),176cm/70kg,충암초-충암중-충암고-한양대-LG,,,,94LG
94107,김재현,85,1975년 10월 02일,(좌투좌타),177cm/83kg,성동초-신일중-신일고-(경희사이버대)-LG-SK,,,94 LG 고졸 신인,05SK
94126,신윤호,30,1975년 05월 15일,투수(우언우타),184cm/100kg,청구초-충암중-충암고-LG-SK,,,94 LG 고졸 신인,
94132,최동수,92,1971년 09월 11일,(우투우타),186cm/98kg,봉천초-강남중-광영고-중앙대-LG-SK-LG,,,94 LG 2차,94LG
94134,인현배,34,1971년 10월 04일,투수(우투우타),185cm/80kg,선린상고-단국대,,,,
94145,허문회,72,1972년 02월 12일,(좌투좌타),182cm/85kg,부산중앙초-초량중-부산공고-경성대-LG-롯데-LG,,,,94LG
94161,박철홍,61,1970년 03월 16일,투수(우언우타),176cm/80kg,신일고-고려대-포스콘,,,,
94162,서용빈,72,1971년 01월 02일,(좌투좌타),183cm/82kg,금양초-선린중-선린상고-단국대-LG,,,,94LG
94163,박창현,38,1972년 02월 12일,투수(좌투좌타),182cm/90kg,동산고-경남대-LG,,,,
94204,심정수,32,1975년 05월 05일,외야수(우투우타),182cm/100kg,수유초-동대문중-동대문상고-OB-두산-현대,,,,
94215,한태균,15,1971년 03월 22일,투수(우언우타),183cm/77kg,광영고-연세대,,,,
94227,홍우태,83,1971년 11월 19일,(우투우타),185cm/105kg,미성초-성남중-성남고-계명대-OB-한화,,,,94OB
94228,류택현,99,1971년 10월 23일,(좌투좌타),184cm/82kg,서울도곡초-신일중-휘문고-동국대-OB-LG,,,94 OB 1차,94OB
94230,나영철,,1971년 10월 30일,투수(우투우타),0cm/0kg,단국대,,,,
94232,윤기수,,1971년 03월 19일,내야수(우투우타),0cm/0kg,경성대,,,,
94233,김광현,44,1971년 10월 07일,포수(우투우타),182cm/98kg,신일고-단국대-OB-삼성,,,,
94250,함석원,50,1975년 07월 17일,외야수(우투우타),182cm/72kg,충암고,,,,
94252,조연제,,1975년 06월 21일,외야수(좌투좌타),0cm/0kg,덕수상,,,,
94255,김명호,,1975년 08월 24일,내야수(좌투좌타),0cm/0kg,경기고,,,,
94258,박종무,,1975년 03월 03일,외야수(좌투좌타),0cm/0kg,중앙고,,,,
94260,길랑균,,1968년 10월 14일,내야수(우투우타),0cm/0kg,경기고,,,,
94268,마원성,,1974년 04월 16일,투수(우투우타),0cm/0kg,서울고,,,,
94310,이숭용,71,1971년 03월 10일,(좌투좌타),185cm/86kg,용암초-중앙중-중앙고-경희대-태평양-현대-우리-히어로즈-넥센,,,94 태평양 2차,96현대
94312,김성태,,1971년 10월 10일,포수(우투우타),0cm/0kg,계명대,,,,
94315,최인선,,1971년 07월 10일,내야수(우투우타),0cm/0kg,성균관대,,,,
94323,하득인,,1966년 10월 09일,내야수(우투우타),0cm/0kg,원광대,,,,
94330,최상덕,74,1971년 03월 31일,(우투우타),188cm/98kg,인천숭의초-동인천중-인천고-홍익대-태평양-해태-KIA-LG-SK-한화,,,,94태평양
94333,곽병찬,,1971년 07월 15일,투수(우투우타),0cm/0kg,경남대,,,,
94338,문창환,38,1975년 07월 09일,투수(우투우타),188cm/88kg,인천고,,,,
94353,임성주,,1965년 05월 02일,외야수(좌투좌타),0cm/0kg,경희대,,,,
94364,전준호,61,1975년 04월 10일,투수(우투우타),185cm/100kg,서흥초-동산중-동산고-태평양-현대-히어로즈,,,94 태평양 고졸신인,96현대
94403,최찬욱,,1972년 01월 18일,외야수(우투우타),0cm/0kg,경성대,,,,
94408,김실,74,1967년 06월 03일,(좌투좌타),173cm/72kg,일본 오와다초-일본 요도중-일본 진세이가쿠엔고-삼성-쌍방울,,,,
94415,김태균,70,1971년 08월 19일,(우투우타),176cm/82kg,부산수영초-부산동성중-부산고-중앙대-삼성-롯데-SK,,,,94삼성
94419,감병훈,19,1971년 05월 25일,투수(좌투좌타),185cm/88kg,경북고-단국대,,,,
94426,최익성,22,1972년 02월 11일,외야수(우투우타),181cm/86kg,경주고-계명대-삼성-한화-LG-해태-KIA-현대-삼성,,,,
94429,최용희,,1972년 04월 22일,투수(우투우타),0cm/0kg,미국 롱비치대,,,,
94438,임채영,,1971년 08월 07일,포수(우투우타),0cm/0kg,경남대,,,,
94444,박종호,44,1975년 07월 26일,포수(우투우타),180cm/77kg,경북고,,,,
94450,김한수,86,1971년 10월 30일,(우투우타),186cm/88kg,강남초-신월중-광영고-중앙대-삼성,,,,94삼성
94476,조문식,38,1975년 09월 29일,투수(우투우타),184cm/81kg,경북고,,,,
94488,김충,74,1943년 10월 15일,(우투우타),170cm/73kg,선린상고,,,,
94490,하기룡,75,1955년 05월 08일,(우투우타),177cm/90kg,배재고,,,,
94495,이철성,74,1957년 03월 14일,(우투우타),170cm/72kg,산곡초-상인천중-인천고-인하대-삼미-청보,,,,86청보
94511,임수혁,20,1969년 06월 17일,포수(우투우타),185cm/90kg,서울고-고려대-상무,,,,
94518,홍순기,,1967년 07월 10일,내야수(우투우타),0cm/0kg,일본 명고옥 전기고,,,,
94526,강상수,79,1971년 06월 22일,(우투우타),184cm/100kg,대천초-대천중-부산고-고려대-롯데-LG,,,,94롯데
94528,주형광,76,1976년 03월 01일,(좌투좌타),185cm/92kg,부산수영초-초량중-부산고-롯데,,,,94롯데
94532,강진규,97,1968년 05월 30일,(우투우타),181cm/85kg,완월초-마산동중-마산고-연세대-LG-롯데,,,,91LG
94539,김종훈,77,1972년 01월 29일,(우투우타),183cm/80kg,가양초-한밭중-북일고-경희대-롯데-삼성,,,,94롯데
94541,박태웅,,1974년 01월 16일,투수(우투우타),0cm/0kg,부산공고,,,,
94545,박지철,46,1975년 04월 13일,투수(우투우타),180cm/69kg,동삼초-토성중-동래고-롯데-LG,,,,
94549,윤민철,,1975년 07월 25일,투수(우투우타),0cm/0kg,경남고,,,,
94558,손동일,46,1971년 07월 05일,외야수(우투우타),175cm/78kg,세광고-원광대-롯데,,,,
94562,한성곤,,1973년 05월 22일,내야수(우투우타),0cm/0kg,경남고,,,,
94602,유진우,,1972년 11월 24일,내야수(우투우타),0cm/0kg,광주상고,,,,
94604,전성철,,1969년 09월 07일,내야수(우투우타),0cm/0kg,일본 대판상업대,,,,
94629,이호준,27,1976년 02월 08일,(우투우타),187cm/95kg,광주중앙초-충장중-광주제일고-(호남대)-해태-SK-NC,,,94 해태 고졸신인,94해태
94641,최재영,,1971년 08월 05일,투수(우투우타),0cm/0kg,단국대,,,,
94663,배훈,,1972년 12월 16일,외야수(좌투좌타),0cm/0kg,인하대,,,,
94706,전형도,71,1971년 10월 30일,(우투우타),177cm/83kg,사당초-휘문중-휘문고-단국대-한화-OB-두산,,,,94한화
94724,정진식,83,1971년 11월 15일,(우투우타),180cm/82kg,가야초-개성중-경남고-동아대-한화-롯데,,,,94한화
94727,길배진,42,1971년 10월 19일,투수(우투우타),182cm/85kg,대전고-원광대-한화,,,,
94737,최호원,14,1971년 06월 14일,투수(우투우타),182cm/78kg,부산고-경성대,,,,
94742,이요한,,1975년 03월 26일,포수(우투우타),0cm/0kg,북일고,,,,
94745,박지상,,1975년 05월 19일,외야수(좌투좌타),0cm/0kg,세광고,,,,
94747,김성한,,1971년 04월 17일,투수(우투우타),0cm/0kg,동아대,,,,
94749,신진수,,1972년 02월 28일,외야수(우투우타),0cm/0kg,동아대,,,,
94801,이승환,,1971년 03월 20일,투수(우투우타),0cm/0kg,원광대,,,,
94812,김주성,,1972년 05월 05일,내야수(우투우타),0cm/0kg,동아대,,,,
94821,김민국,,1972년 05월 27일,투수(우투우타),0cm/0kg,건국대,,,,
94827,이군옥,,1971년 12월 27일,외야수(우투우타),0cm/0kg,원광대,,,,
94834,유현승,68,1971년 03월 27일,투수(우투우타),182cm/78kg,경남고-동아대-쌍방울-SK-LG,,,,
94836,조원우,74,1971년 04월 08일,(우투우타),178cm/82kg,부산수영초-부산중-부산고-고려대-쌍방울-SK-한화,,,,94쌍방울
94841,고형욱,41,1971년 04월 17일,투수(좌투좌타),182cm/74kg,광주진흥고-인하대-쌍방울,,,,
94842,오진희,,1974년 08월 19일,포수(우투우타),0cm/0kg,전주고,,,,
94843,장재중,81,1971년 05월 19일,(우투우타),172cm/72kg,서울학동초-선린중-선린상고-건국대-쌍방울-SK-LG-SK,,,,94쌍방울
94845,김성,,1971년 08월 10일,외야수(좌투좌타),0cm/0kg,영남대,,,,
94851,유태준,,1975년 01월 22일,내야수(우투우타),0cm/0kg,서울고,,,,
94858,강석,,1974년 07월 01일,내야수(우투우타),0cm/0kg,경기고,,,,
95100,김성근,38,1942년 12월 13일,(좌투좌타),180cm/82kg,일본 가츠라고-동아대,,,,84OB감독
95101,정현발,83,1953년 02월 20일,(우투우타),174cm/82kg,경북고-한양대-삼성-청보,,,,
95103,조현,29,1976년 10월 04일,외야수(우투우타),178cm/90kg,신일고,,,,
95114,심재학,88,1972년 10월 18일,(좌투좌타),183cm/98kg,영중초-충암중-충암고-고려대-LG-현대-두산-KIA,,,,95LG
95146,신국환,46,1972년 10월 29일,내야수(우투우타),177cm/82kg,충암고-원광대-LG,,,,
95157,김상우,,1975년 08월 25일,외야수(우투우타),0cm/0kg,휘문고,,,,
95158,권용관,13,1976년 11월 19일,내야수(우투우타),180cm/80kg,봉천초-강남중-성남고-LG-SK-LG,,,95 LG 고졸신인,95LG
95159,방동민,47,1977년 01월 20일,투수(좌투좌타),181cm/88kg,충암고-LG,,,,
95160,강준기,,1973년 04월 28일,포수(우투우타),0cm/0kg,동국대,,,,
95169,김정한,,1976년 11월 08일,외야수(우투좌타),0cm/0kg,신일고,,,,
95190,이동우,64,1975년 04월 20일,내야수(우투우타),189cm/82kg,공주고,,,,
95199,박노식,43,1974년 05월 08일,투수(우투우타),185cm/75kg,군산상고,,,,
95208,정수근,8,1977년 01월 20일,외야수(좌투좌타),178cm/78kg,성동초-건대부중-덕수상고-(대불대)-두산-롯데,,,,
95218,여준홍,53,1976년 04월 05일,투수(좌투좌타),182cm/76kg,동대문상-OB,,,,
95223,김유봉,34,1976년 06월 29일,투수(우투우타),183cm/78kg,배명고,,,,
95233,서석영,,1972년 04월 30일,내야수(우투우타),0cm/0kg,인하대,,,,
95235,진필중,85,1972년 10월 13일,(우투우타),180cm/91kg,역삼초-휘문중-휘문고-중앙대-OB-두산-KIA-LG,,,,
95236,송재용,,1972년 03월 14일,투수(우투우타),0cm/0kg,건국대,,,,
95247,최용호,24,1976년 04월 30일,투수(우투우타),184cm/96kg,배명고-두산-KIA,,,,
95269,이보형,,1972년 04월 06일,외야수(우투우타),0cm/0kg,동국대,,,,
95273,양승호,80,1960년 01월 10일,(우투우타),178cm/88kg,우이초-신일중-신일고-고려대-상업은행-해태-OB,,,,
95316,이용주,6,1976년 10월 31일,내야수(우투양타),178cm/76kg,동산고,,,,
95318,위재영,18,1972년 05월 21일,투수(우투우타),183cm/84kg,석천초-동산중-동산고-인하대-태평양-현대,,,,
95319,김병철,,1972년 04월 01일,외야수(우투우타),0cm/0kg,영남대,,,,
95322,박상일,,1976년 07월 30일,포수(우투우타),0cm/0kg,부천고,,,,
95324,도명진,,1972년 12월 24일,포수(우투우타),0cm/0kg,한양대,,,,
95327,김억만,29,1976년 03월 10일,투수(우투우타),183cm/89kg,유신고,,,,
95409,김재걸,72,1972년 09월 07일,(우투우타),177cm/70kg,영일초-우신중-덕수상고-단국대-삼성,,,,95삼성
95411,홍광천,,1972년 06월 22일,내야수(우투우타),0cm/0kg,경남대,,,,
95422,김영진,22,1972년 04월 09일,포수(우투우타),179cm/76kg,청원정보고-동국대-삼성-한화,,,,
95426,안윤호,,1972년 03월 23일,투수(우투우타),0cm/0kg,동아대,,,,
95436,이승엽,36,1976년 08월 18일,내야수(좌투좌타),183cm/87kg,대구중앙초-경상중-경북고,,,95 삼성 고졸신인,95삼성
95449,차상욱,,1972년 04월 07일,내야수(우투우타),0cm/0kg,경성대,,,,
95451,김경호,,1972년 04월 24일,내야수(우투우타),0cm/0kg,충암고-동국대,,,,
95458,김진삼,26,1977년 01월 13일,내야수(우투우타),182cm/81kg,포철공고,,,,
95459,박석진,89,1972년 07월 19일,(우언우타),179cm/80kg,부산수영초-대천중-경남고-단국대-삼성-롯데-삼성-롯데-LG,,,,95삼성
95468,김승관,95,1976년 03월 05일,(우투우타),186cm/89kg,대구옥산초-경복중-대구상고-삼성-롯데,,,,95삼성
95469,신성필,15,1976년 08월 17일,투수(우투우타),185cm/88kg,경북고,,,,
95473,장형석,32,1976년 06월 06일,투수(우투우타),182cm/80kg,경북고,,,,
95486,배대웅,,1954년 03월 02일,내야수(우투우타),0cm/0kg,경북고,,,,
95488,최계훈,85,1961년 06월 06일,(우투우타),180cm/80kg,사대부초-인천남중-인천고-인하대-삼미-청보,,,,84삼미
95511,박보현,26,1972년 07월 19일,투수(우투우타),189cm/82kg,경남고-단국대-롯데,,,,
95518,박현승,81,1972년 09월 12일,(우투우타),178cm/84kg,대연초-대천중-경남고-동아대-롯데,,,,95롯데
95544,양종성,,1976년 10월 02일,포수(우투우타),0cm/0kg,경남상고,,,,
95549,마해영,49,1970년 08월 14일,내야수(우투우타),188cm/96kg,부산대연초-부산중-부산고-고려대-롯데-삼성-KIA-LG,,,,
95552,김정열,21,1979년 12월 03일,투수(우투우타),181cm/83kg,마산고,,,,
95554,장승익,,1976년 06월 11일,투수(우투우타),0cm/0kg,부산고,,,,
95557,박종일,57,1972년 03월 09일,외야수(우투우타),175cm/82kg,인천고-건국대,,,,
95558,김옥일,,1972년 11월 14일,외야수(우투우타),0cm/0kg,동아대,,,,
95563,김성철,,1972년 06월 23일,외야수(우투우타),0cm/0kg,,,,,
95565,박부성,,1976년 05월 10일,투수(우투우타),0cm/0kg,마산고,,,,
95573,나광호,,1977년 01월 15일,외야수(우투우타),0cm/0kg,동래고,,,,
95576,권두조,86,1951년 06월 10일,(우투우타),173cm/70kg,부산중앙초-부산동성중-경남상고-중앙대-롯데-삼미-청보,,,,82롯데
95601,이원식,23,1972년 06월 15일,투수(우투우타),182cm/89kg,충암고-한양대-해태-KIA,,,,
95650,최철민,,1972년 05월 03일,내야수(우투우타),0cm/0kg,동아대,,,,
95657,임창용,12,1976년 06월 04일,투수(우언우타),182cm/82kg,광주대성초-진흥중-진흥고-해태-삼성,,,95 해태 고졸신인,95해태
95665,이용훈,63,1975년 12월 14일,투수(우투우타),188cm/80kg,영흥고-해태,,,,
95666,안상준,82,1973년 02월 13일,(우투우타),183cm/81kg,대신초-경남중-경남고-동아대-해태-LG-두산,,,,95해태
95670,남상규,,1972년 10월 09일,포수(우투우타),0cm/0kg,중앙대,,,,
95674,김형성,,1976년 02월 28일,내야수(우투우타),0cm/0kg,진흥고,,,,
95678,추평호,,1973년 02월 08일,외야수(우투우타),0cm/0kg,영남대,,,,
95710,김승권,14,1976년 05월 01일,내야수(우투우타),181cm/84kg,대전고-한화-삼성-한화,,,,
95712,강인권,83,1972년 06월 26일,(우투우타),182cm/87kg,대전신흥초-충남중-대전고-한양대-한화-두산,,,,95한화
95716,김영진,,1976년 12월 05일,내야수(우투우타),0cm/0kg,공주고,,,,
95728,신재웅,28,1972년 10월 10일,투수(우투우타),186cm/86kg,공주고-경성대,,,,
95748,정의성,,1972년 08월 30일,투수(우투우타),0cm/0kg,영남대,,,,
95777,김경남,73,1959년 11월 05일,(우투우타),176cm/82kg,창영초-상인천중-인천고-인하대-삼미-청보-태평양,,,,
95819,김진철,,1972년 12월 15일,투수(우투우타),0cm/0kg,배명고-성균관대,,,,
95821,김인식,81,1947년 05월 01일,(우투우타),176cm/78kg,돈암초-배문중-배문고,,,,
95835,심성보,12,1973년 02월 16일,외야수(좌투좌타),180cm/75kg,북일고-단국대-쌍방울-LG,,,,
95837,하상도,,1972년 06월 07일,외야수(우투우타),0cm/0kg,동아대,,,,
95838,박성진,,1972년 07월 09일,투수(우투우타),0cm/0kg,건국대,,,,
95853,송진호,,1957년 08월 16일,투수(우투우타),0cm/0kg,건국대,,,,
95858,장용,,1977년 02월 25일,투수(우투우타),0cm/0kg,전주고,,,,
95901,금광옥,71,1956년 12월 19일,(우투우타),175cm/78kg,창영초-동산중-동산고-삼미-청보-태평양,,,,
95903,류영수,71,1945년 05월 25일,(우투우타),165cm/54kg,칠성초-경상중-대구상고,,,,
95906,강만식,,1957년 02월 15일,투수(우투우타),0cm/0kg,고려대,,,,
95913,김우열,81,1949년 09월 09일,(우투우타),174cm/75kg,금양초-선린중-선린상고-OB-빙그레,,,,82OB
95914,김준환,77,1955년 05월 19일,(우투우타),178cm/80kg,군산상고-광주대-해태,,,,
96113,김정훈,,1976년 05월 05일,투수(우투우타),0cm/0kg,성남고,,,,
96137,김도완,,1971년 10월 27일,투수(우투우타),0cm/0kg,경희대,,,,
96138,손혁,83,1973년 08월 01일,(우투우타),186cm/82kg,공주중동초-공주중-공주고-고려대-LG-해태-KIA-두산,,,,96LG
96139,임노병,39,1977년 08월 27일,내야수(우투우타),183cm/75kg,배명고,,,,
96142,이경원,56,1977년 06월 23일,투수(좌투좌타),180cm/83kg,충암고-LG-두산,,,,
96144,오규택,76,1973년 08월 01일,(우투우타),180cm/82kg,충암초-충암중-충암고-한양대-LG-한화,,,,96LG
96149,이정길,18,1973년 03월 19일,투수(우투우타),185cm/93kg,배재고-연세대,,,,
96165,이호균,65,1977년 09월 18일,외야수(우투우타),0cm/0kg,배명고,,,,
96172,박철영,78,1960년 05월 22일,(우투우타),178cm/84kg,사대부속초-배명중-배명고-연세대-MBC,,,,83MBC
96174,김기진,,1977년 07월 04일,투수(우투우타),0cm/0kg,대구고,,,,
96213,박석안,,1972년 04월 20일,포수(우투우타),0cm/0kg,계명대,,,,
96224,최기문,74,1973년 06월 10일,(우투양타),182cm/88kg,화곡초-충암중-충암고-원광대-OB-롯데,,,,96OB
96251,박명환,89,1977년 06월 07일,(우투우타),186cm/92kg,청구초-충암중-충암고-(대불대)-OB-두산-LG-NC,,,96 OB 2차우선,99두산
96252,한명윤,52,1977년 09월 06일,투수(좌투좌타),182cm/72kg,성남고,,,,
96253,홍재호,,1974년 02월 02일,내야수(우투우타),0cm/0kg,계명대,,,,
96257,강영수,,1973년 06월 19일,외야수(우투우타),0cm/0kg,연세대,,,,
96307,박진만,79,1976년 11월 30일,(우투우타),178cm/82kg,서화초-상인천중-인천고-(경기대)-현대-삼성-SK,,,96 현대 2차우선,96현대
96330,양윤기,,1974년 05월 22일,투수(우투우타),0cm/0kg,유신고,,,,
96340,설종진,81,1973년 06월 16일,(좌투좌타),177cm/73kg,백운초-신일중-신일고-중앙대-현대,,,,96현대
96343,허유신,,1973년 06월 03일,내야수(우투좌타),0cm/0kg,경희대,,,,
96345,최원호,92,1973년 03월 13일,(우투우타),183cm/88kg,숭의초-상인천중-인천고-단국대-현대-LG,,,96 현대 1차,96현대
96346,장정석,40,1973년 04월 12일,(우투좌타),177cm/76kg,서울영일초-우신중-덕수상고-중앙대-현대-KIA,,,,96현대
96354,김형남,,1973년 06월 28일,포수(우투우타),0cm/0kg,단국대,,,,
96356,안명성,,1973년 08월 17일,내야수(우투우타),0cm/0kg,한양대,,,,
96358,김동현,58,1977년 04월 12일,내야수(우투우타),187cm/97kg,신일고,,,,
96359,강해룡,59,1977년 08월 28일,내야수(우투우타),180cm/78kg,부천고,,,,
96362,박재홍,62,1973년 09월 07일,외야수(우투우타),176cm/85kg,서림초-무등중-광주제일고-연세대-현대-KIA,,,92 해태 1차,03KIA
96408,박규대,56,1972년 01월 15일,외야수(우투우타),184cm/78kg,성광고,,,,
96411,전병호,80,1973년 03월 23일,(좌투좌타),186cm/86kg,칠성초-경상중-대구상고-영남대-삼성,,,,96삼성
96426,박태순,53,1974년 02월 08일,투수(우투우타),178cm/80kg,춘천고-경희대-삼성,,,,
96441,정경배,83,1974년 02월 20일,(우투우타),176cm/84kg,창영초-대헌중-인천고-홍익대-삼성-SK,,,,96삼성
96447,최재호,47,1973년 03월 27일,투수(우투우타),176cm/85kg,경북고-계명대,,,,
96456,임학수,56,1977년 04월 03일,내야수(우투우타),173cm/75kg,공주고,,,,
96460,박근영,,1973년 08월 02일,포수(우투우타),0cm/0kg,경남대,,,,
96461,권영철,61,1977년 12월 03일,내야수(우투우타),177cm/77kg,대구상고,,,,
96462,정현욱,91,1978년 12월 02일,(우투우타),187cm/102kg,장안초-건대부중-동대문상고-삼성-LG,,,96 삼성 2차 3라운드 21순위,96삼성
96463,김헌수,63,1977년 09월 07일,외야수(좌투좌타),179cm/74kg,경주고,,,,
96465,정성훈,65,1977년 12월 09일,투수(우언우타),186cm/95kg,본리초-대구중-대구고-삼성-두산,,,96 삼성 2차 11라운드 85순위,03두산
96467,하춘동,67,1977년 04월 19일,외야수(우투양타),178cm/74kg,경북고,,,,
96468,이계성,32,1977년 02월 08일,외야수(우투좌타),183cm/81kg,신일고-삼성-쌍방울-삼성-롯데,,,,
96470,최창양,68,1973년 06월 03일,투수(우투우타),187cm/87kg,마산고-중앙대-필라델피아 필리스,,,,
96471,정순명,,1954년 06월 30일,투수(우투우타),0cm/0kg,한양대,,,,
96473,김무관,72,1955년 03월 02일,(우투우타),173cm/80kg,인천숭의초-상인천중-인천고-건국대-삼미-청보,,,,82삼미
