,Unnamed: 0,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
1777,92306,황윤성,10.0,1974년 03월 14일,내야수(좌투좌타),185cm/88kg,제물포고-태평양-현대-KIA,,,,
1778,92307,유영환,,1969년 02월 15일,내야수(우투우타),0cm/0kg,경남대,,,,
1779,92308,이경호,,1973년 09월 07일,투수(우투우타),0cm/0kg,강릉고,,,,
1780,92309,서정민,,1969년 10월 10일,외야수(우투우타),0cm/0kg,홍익대,,,,
1781,92310,장덕영,,1968년 06월 03일,외야수(우투우타),0cm/0kg,영남대,,,,
1782,92311,오상욱,,1972년 10월 06일,외야수(우투우타),0cm/0kg,제물포고,,,,
1783,92313,김흥만,,1972년 06월 10일,투수(우투우타),0cm/0kg,부평고,,,,
1784,92401,김태한,82.0,1969년 10월 22일,(좌투좌타),181cm/87kg,대구초-대구중-대구상고-계명대-삼성-SK,,,,92삼성
1785,92402,박철수,,1969년 11월 16일,투수(우투우타),0cm/0kg,단국대,,,,
1786,92403,오봉옥,67.0,1968년 07월 08일,투수(우투우타),182cm/96kg,포철공고-삼성-쌍방울-해태-KIA,,,,
1787,92404,곽채진,60.0,1973년 03월 01일,투수(우투우타),188cm/94kg,경주고-삼성-해태-KIA,,,,
1788,92405,김정민,,1969년 05월 24일,포수(우투우타),0cm/0kg,동아대,,,,
1789,92406,박철희,,1968년 02월 15일,내야수(우투우타),0cm/0kg,단국대,,,,
1790,92407,김태룡,73.0,1968년 02월 23일,(우투우타),175cm/75kg,대전현암초-한밭중-청주고-계명대-삼성-해태-KIA,,,,92삼성
1791,92408,전종진,,1972년 08월 06일,내야수(우투우타),0cm/0kg,경북고,,,,
1792,92409,한기철,,1969년 06월 20일,외야수(우투우타),0cm/0kg,단국대,,,,
1793,92410,박광율,,1970년 02월 27일,외야수(우투우타),0cm/0kg,연세대,,,,
1794,92411,동봉철,73.0,1970년 01월 02일,(좌투좌타),180cm/85kg,신일고-중앙대-삼성-해태-LG-한화-쌍방울,,,,92삼성
1795,92412,강두곤,,1969년 04월 29일,내야수(우투우타),0cm/0kg,경남대,,,,
1796,92501,가득염,78.0,1969년 10월 01일,(좌투좌타),184cm/81kg,대동초-충남중-대전고-동국대-롯데-SK,,,,92롯데
1797,92502,김상현,,1968년 04월 28일,투수(우투우타),0cm/0kg,동아대,,,,
1798,92503,이요섭,,1969년 05월 02일,투수(우투우타),0cm/0kg,건국대,,,,
1799,92504,배숙현,,1969년 03월 30일,투수(우투우타),0cm/0kg,경희대,,,,
1800,92506,윤형배,76.0,1969년 04월 20일,(우투우타),181cm/87kg,남일초-대신중-경남고-경성대-롯데-쌍방울,,,,97쌍방울
1801,92508,염종석,68.0,1973년 03월 20일,(우투우타),192cm/100kg,부산중앙초-초량중-부산고-롯데,,,,92롯데
1802,92509,강성우,77.0,1970년 01월 05일,(우투우타),173cm/80kg,대신초-대신중-경남상고-단국대-롯데-SK,,,,92롯데
1803,92510,박계원,85.0,1970년 02월 04일,(우투우타),186cm/85kg,부산대연초-부산중-부산고-고려대-롯데-쌍방울-해태-SK,,,,92롯데
1804,92511,김미호,,1967년 10월 07일,내야수(우투우타),0cm/0kg,인천전문대,,,,
1805,92512,박지환,,1969년 10월 20일,내야수(우투우타),0cm/0kg,영남대,,,,
1806,92514,이태환,,1974년 03월 09일,내야수(우투우타),0cm/0kg,경남고,,,,
1807,92515,김행희,,1966년 12월 12일,내야수(좌투좌타),0cm/0kg,일본 삼본송고,,,,
1808,92517,곽재성,55.0,1973년 07월 24일,투수(우투우타),191cm/98kg,경남상고-롯데,,,,
1809,92601,양승철,,1973년 04월 04일,투수(우투우타),0cm/0kg,진흥고,,,,
1810,92602,김봉영,30.0,1973년 02월 25일,투수(우투우타),185cm/85kg,광주제일고,,,,
1811,92607,김병조,,1969년 05월 02일,외야수(우투우타),0cm/0kg,성균관대,,,,
1812,92608,김태동,,1970년 12월 12일,외야수(우투우타),0cm/0kg,단국대,,,,
1813,92609,구한성,,1970년 01월 07일,내야수(우투우타),0cm/0kg,인하대,,,,
1814,92610,신경호,,1972년 03월 07일,외야수(우투우타),0cm/0kg,광주상고,,,,
1815,92612,박재벌,,1968년 09월 17일,외야수(좌투좌타),0cm/0kg,건국대,,,,
1816,92701,지연규,76.0,1969년 08월 15일,(우투우타),185cm/84kg,시목초-천안북중-북일고-동아대-빙그레-한화,,,,92빙그레
1817,92702,김재성,,1969년 05월 27일,투수(우투우타),0cm/0kg,경성대,,,,
1818,92704,정민철,88.0,1972년 03월 28일,(우투우타),187cm/81kg,대전신흥초-충남중-대전고-빙그레-한화,,,,92빙그레
1819,92707,서석기,12.0,1970년 01월 10일,포수(우투우타),177cm/79kg,강릉고-경성대,,,,
1820,92708,김홍집,,1969년 09월 16일,포수(우투우타),0cm/0kg,동아대,,,,
1821,92711,김일혁,,1970년 01월 26일,외야수(우투우타),0cm/0kg,인하대,,,,
1822,92712,신일호,,1969년 08월 12일,내야수(우투우타),0cm/0kg,경성대,,,,
1823,92801,방극천,,1969년 03월 19일,투수(우투우타),0cm/0kg,원광대,,,,
1824,92802,임창식,29.0,1969년 03월 07일,투수(우투우타),182cm/85kg,동산고-경남대-쌍방울,,,,
1825,92803,신현대,,1969년 01월 29일,투수(우투우타),0cm/0kg,성균관대,,,,
1826,92806,황태호,,1967년 04월 11일,투수(우투우타),0cm/0kg,동범고,,,,
1827,92809,박경완,80.0,1972년 07월 11일,(우투우타),178cm/76kg,전주중앙초-전주동중-전주고-쌍방울-현대-SK,,,91 쌍방울 고졸신인,91쌍방울
1828,92812,유태영,,1969년 12월 12일,내야수(우투우타),0cm/0kg,한양대,,,,
1829,92815,강효섭,,1973년 11월 16일,내야수(우투우타),0cm/0kg,군산상고,,,,
1830,92816,이상대,,1967년 01월 18일,외야수(좌투좌타),0cm/0kg,포철공고-성균관대,,,,
1831,92817,우효동,,1970년 02월 09일,외야수(우투우타),0cm/0kg,경성대,,,,
1832,92818,유영원,,1969년 09월 05일,내야수(우투우타),0cm/0kg,한양대,,,,
1833,92901,차명석,90.0,1969년 04월 20일,(우투우타),183cm/92kg,사당초-성남중-성남고-건국대-LG,,,,92LG
1834,92904,김상모,,1969년 12월 19일,포수(우투우타),0cm/0kg,홍익대,,,,
1835,92905,김정준,94.0,1970년 02월 11일,(우투우타),181cm/84kg,충암초-충암중-충암고-연세대-LG,,,,92LG
1836,92906,박종호,71.0,1973년 07월 27일,(우투양타),176cm/83kg,구암초-성남중-성남고-LG-현대-삼성-LG,,,,92LG
1837,92907,조병일,,1967년 12월 09일,외야수(우투우타),0cm/0kg,인천전문,,,,
1838,92913,노종우,,1969년 08월 29일,투수(우투우타),0cm/0kg,원광대,,,,
1839,92914,김유진,20.0,1969년 06월 25일,투수(우투우타),184cm/85kg,충암고-단국대-LG-쌍방울,,,,
1840,92915,민원기,,1969년 07월 05일,투수(좌투좌타),0cm/0kg,홍익대,,,,
1841,93112,김정민,73.0,1970년 03월 15일,(우투우타),184cm/83kg,가양초-한밭중-북일고-영남대-LG,,,,93LG
1842,93121,강봉수,,1971년 12월 09일,투수(좌투좌타),0cm/0kg,중앙대,,,,
1843,93122,당신상,,1970년 10월 15일,포수(우투우타),0cm/0kg,단국대,,,,
1844,93125,박재호,,1971년 02월 01일,외야수(우투우타),0cm/0kg,중앙대,,,,
1845,93136,김경하,,1970년 10월 10일,외야수(우투우타),0cm/0kg,고려대,,,,
1846,93147,이상훈,47.0,1971년 03월 11일,(좌투좌타),180cm/90kg,신길초-강남중-서울고-고려대-LG-SK,,,,93LG
1847,93150,최규하,,1970년 10월 10일,내야수(우투우타),0cm/0kg,고려대,,,,
1848,93154,김태민,,1971년 10월 09일,외야수(우투우타),0cm/0kg,호주 RMIT대,,,,
1849,93155,김혁섭,55.0,1974년 05월 05일,투수(우투우타),181cm/80kg,동대문상고,,,,
1850,93156,조한철,,1970년 08월 17일,투수(우투우타),0cm/0kg,경남대,,,,
1851,93166,최승민,66.0,1974년 03월 21일,투수(우투우타),185cm/83kg,배재고-LG,,,,
1852,93201,황일권,,1969년 06월 09일,내야수(우투우타),0cm/0kg,한양대,,,,
1853,93217,박상근,25.0,1970년 07월 05일,투수(우투우타),183cm/83kg,강릉고-동국대-OB-쌍방울,,,,
1854,93219,김경원,71.0,1971년 08월 18일,(우투우타),183cm/100kg,전곡초-보성중-동대문상고-중앙대-OB-한화,,,93 OB 2차,
1855,93225,이도형,71.0,1975년 05월 24일,(우투우타),182cm/102kg,서울학동초-휘문중-휘문고-OB-두산-한화,,,93 OB 고졸 신인,93OB
1856,93240,추성건,3.0,1970년 08월 05일,내야수(우투우타),186cm/90kg,서울고-건국대-두산,,,,
1857,93242,김민호,94.0,1969년 03월 19일,(우투우타),181cm/81kg,월성초-신라중-경주고-계명대-OB-두산,,,,93OB
1858,93243,김종성,,1969년 07월 23일,외야수(우투우타),0cm/0kg,경희대,,,,
1859,93245,이용호,85.0,1970년 05월 06일,(우투우타),180cm/86kg,서울영일초-우신중-서울고-건국대-OB-두산-LG,,,,93OB
1860,93265,공유선,,1974년 08월 12일,내야수(우투우타),0cm/0kg,휘문고,,,,
1861,93309,손차훈,4.0,1970년 08월 11일,내야수(우투우타),181cm/77kg,공주고-한양대-현대,,,,
1862,93311,김홍집,27.0,1971년 01월 30일,투수(좌투좌타),179cm/90kg,인천고-단국대-현대-한화,,,,
1863,93314,김갑중,4.0,1970년 08월 15일,외야수(우투우타),174cm/75kg,광주진흥고-한양대-태평양,,,,
1864,93332,김성준,32.0,1974년 05월 20일,포수(우투우타),182cm/85kg,인천고,,,,
1865,93336,공의식,,1970년 09월 20일,외야수(우투우타),0cm/0kg,동국대,,,,
1866,93339,계기범,,1970년 12월 29일,외야수(우투우타),0cm/0kg,홍익대,,,,
1867,93349,장용대,50.0,1974년 10월 23일,외야수(우투우타),180cm/81kg,유신고-현대-쌍방울,,,,
1868,93357,노승욱,57.0,1974년 03월 10일,투수(우언우타),177cm/78kg,관산초-안산중앙중-부천고-태평양-현대,,,,
1869,93362,김선우,,1973년 07월 02일,포수(우투우타),0cm/0kg,광영고,,,,
1870,93367,김민범,67.0,1973년 06월 07일,투수(좌투좌타),179cm/77kg,평창초-경포중-강릉고,,,,
1871,93404,최홍주,,1970년 04월 23일,외야수(우투우타),0cm/0kg,동아대,,,,
1872,93410,양준혁,10.0,1969년 05월 26일,외야수(좌투좌타),188cm/95kg,남도초-경운중-대구상고-영남대-삼성-해태-LG,,,93 삼성 1차,99해태
1873,93411,정영규,54.0,1970년 11월 03일,외야수(좌투좌타),185cm/84kg,광주제일고-동국대-삼성-한화-LG-해태,,,,
1874,93417,박충식,15.0,1970년 09월 03일,투수(우언우타),183cm/79kg,광주상고-경희대-삼성-해태,,,,
1875,93424,강태윤,,1965년 09월 15일,외야수(우투우타),0cm/0kg,일본 근기대,,,,
1876,93425,김종국,,1972년 09월 25일,투수(우투우타),0cm/0kg,공주고,,,,
1877,93443,최병국,,1972년 01월 22일,내야수(우투우타),0cm/0kg,단국대,,,,
1878,93453,김현욱,97.0,1970년 07월 06일,(우언우타),184cm/82kg,대구옥산초-대구중-경북고-한양대-삼성-쌍방울-삼성,,,,93삼성
1879,93475,최한경,29.0,1974년 11월 20일,투수(우투우타),186cm/85kg,포철공고,,,,
1880,93494,이동수,73.0,1973년 03월 24일,(우투우타),184cm/100kg,칠성초-경상중-대구고-삼성-롯데-쌍방울-SK-해태-KIA-두산,,,,
1881,93495,장재영,87.0,1971년 04월 28일,(우투우타),171cm/80kg,낙민초-동해중-부산사대부고-동아대,,,,11롯데코치
1882,93502,정호진,88.0,1974년 01월 05일,(우투우타),173cm/98kg,양덕초-마산동중-마산상고-부산정보대,,,,93롯데
1883,93523,송태일,87.0,1970년 04월 05일,(우투우타),174cm/98kg,신일고-건국대,,,,
1884,93525,조규철,25.0,1969년 03월 15일,내야수(우투우타),179cm/75kg,대전고-성균관대,,,,
1885,93547,김경환,,1970년 07월 11일,투수(우투우타),0cm/0kg,경성대,,,,
1886,93550,김정훈,,1970년 04월 06일,투수(우투우타),0cm/0kg,동아대,,,,
1887,93551,서정민,,1974년 06월 08일,투수(우투우타),0cm/0kg,경남고,,,,
1888,93552,고성범,,1974년 09월 13일,투수(우투우타),0cm/0kg,동래고,,,,
1889,93556,박기복,,1971년 01월 16일,외야수(우투우타),0cm/0kg,인하대,,,,
1890,93557,권재광,,1971년 04월 27일,외야수(우투우타),0cm/0kg,동아대,,,,
1891,93601,이용석,,1970년 03월 20일,외야수(우투우타),0cm/0kg,단국대,,,,
1892,93607,이종범,77.0,1970년 08월 15일,(우투우타),178cm/73kg,광주서림초-충장중-광주제일고-건국대-해태-KIA,,,,93해태
1893,93612,김훈,,1970년 03월 11일,외야수(우투우타),0cm/0kg,연세대,,,,
1894,93621,이우혁,58.0,1975년 06월 17일,투수(우투우타),180cm/78kg,광주상고,,,,
1895,93626,이대진,78.0,1974년 06월 09일,(우투우타),180cm/83kg,광주서림초-진흥중-진흥고-(한국사이버대)-해태-KIA-LG,,,,93해태
1896,93628,박진철,35.0,1975년 02월 28일,투수(우언우타),196cm/108kg,진흥고-해태-KIA,,,,
1897,93642,이재만,20.0,1970년 07월 14일,투수(좌투좌타),181cm/88kg,대구상고-영남대-해태,,,,
1898,93645,이민호,,1970년 08월 25일,외야수(우투우타),0cm/0kg,한양대,,,,
1899,93656,김지영,32.0,1974년 04월 21일,포수(우투우타),180cm/75kg,영흥고-해태,,,,
1900,93662,지윤석,,1974년 04월 03일,포수(우투우타),0cm/0kg,광주상고,,,,
1901,93670,오명종,,1974년 01월 14일,외야수(우투우타),0cm/0kg,진흥고,,,,
1902,93677,조용수,,1973년 06월 25일,투수(좌투좌타),0cm/0kg,부산공고,,,,
1903,93705,허준,15.0,1970년 05월 29일,내야수(우투우타),181cm/74kg,공주고-경성대-한화,,,,
1904,93715,구대성,15.0,1969년 08월 02일,투수(좌투좌타),183cm/85kg,대전신흥초-충남중-대전고-한양대-빙그레,,,93 빙그레 1차,94한화
1905,93720,지화선,,1970년 05월 10일,외야수(우투우타),0cm/0kg,동아대,,,,
1906,93723,우태원,,1972년 07월 24일,내야수(우투우타),0cm/0kg,광영고,,,,
1907,93726,고기성,,1970년 06월 27일,외야수(우투우타),0cm/0kg,동아대,,,,
1908,93728,노장진,18.0,1974년 08월 10일,투수(우투우타),178cm/91kg,공주고-한화-삼성,,,,
1909,93731,김성열,,1969년 10월 06일,내야수(우투우타),0cm/0kg,인하대,,,,
1910,93732,원현식,,1970년 03월 15일,포수(우투우타),0cm/0kg,건국대,,,,
1911,93748,이민호,3.0,1969년 09월 02일,내야수(우투우타),178cm/80kg,포철공고-영남대-빙그레-한화-쌍방울,,,,
1912,93751,김정윤,51.0,1974년 03월 18일,내야수(우투우타),178cm/75kg,한서고,,,,
1913,93802,정기창,92.0,1970년 12월 21일,(우투우타),182cm/102kg,대구옥산초-경상중-경북고-한양대-쌍방울-한화,,,,94쌍방울
1914,93806,한혁수,85.0,1970년 10월 11일,(우투우타),179cm/85kg,충암초-충암중-충암고-경희대-쌍방울,,,,93쌍방울
1915,93807,최태원,85.0,1970년 08월 19일,(우투우타),179cm/83kg,미성초-성남중-성남고-경희대-쌍방울-SK,,,,93쌍방울
1916,93812,김충민,44.0,1970년 03월 05일,포수(우투우타),176cm/86kg,동산고-인하대-한화,,,,
1917,93817,성영재,65.0,1971년 03월 09일,투수(우언우타),185cm/90kg,광주제일고-인하대-쌍방울-SK-해태-KIA-두산,,,,
1918,93838,박상수,,1970년 06월 29일,외야수(좌투좌타),0cm/0kg,원광대,,,,
1919,93862,강희석,47.0,1974년 02월 07일,투수(우투우타),187cm/78kg,군산상고-쌍방울,,,,
1920,94105,박은우,,1971년 11월 19일,외야수(우투우타),0cm/0kg,원광대,,,,
1921,94106,류지현,6.0,1971년 05월 25일,(우투우타),176cm/70kg,충암초-충암중-충암고-한양대-LG,,,,94LG
1922,94107,김재현,85.0,1975년 10월 02일,(좌투좌타),177cm/83kg,성동초-신일중-신일고-(경희사이버대)-LG-SK,,,94 LG 고졸 신인,05SK
1923,94126,신윤호,30.0,1975년 05월 15일,투수(우언우타),184cm/100kg,청구초-충암중-충암고-LG-SK,,,94 LG 고졸 신인,
1924,94132,최동수,92.0,1971년 09월 11일,(우투우타),186cm/98kg,봉천초-강남중-광영고-중앙대-LG-SK-LG,,,94 LG 2차,94LG
1925,94134,인현배,34.0,1971년 10월 04일,투수(우투우타),185cm/80kg,선린상고-단국대,,,,
1926,94145,허문회,72.0,1972년 02월 12일,(좌투좌타),182cm/85kg,부산중앙초-초량중-부산공고-경성대-LG-롯데-LG,,,,94LG
1927,94161,박철홍,61.0,1970년 03월 16일,투수(우언우타),176cm/80kg,신일고-고려대-포스콘,,,,
1928,94162,서용빈,72.0,1971년 01월 02일,(좌투좌타),183cm/82kg,금양초-선린중-선린상고-단국대-LG,,,,94LG
1929,94163,박창현,38.0,1972년 02월 12일,투수(좌투좌타),182cm/90kg,동산고-경남대-LG,,,,
1930,94204,심정수,32.0,1975년 05월 05일,외야수(우투우타),182cm/100kg,수유초-동대문중-동대문상고-OB-두산-현대,,,,
1931,94215,한태균,15.0,1971년 03월 22일,투수(우언우타),183cm/77kg,광영고-연세대,,,,
1932,94227,홍우태,83.0,1971년 11월 19일,(우투우타),185cm/105kg,미성초-성남중-성남고-계명대-OB-한화,,,,94OB
1933,94228,류택현,99.0,1971년 10월 23일,(좌투좌타),184cm/82kg,서울도곡초-신일중-휘문고-동국대-OB-LG,,,94 OB 1차,94OB
1934,94230,나영철,,1971년 10월 30일,투수(우투우타),0cm/0kg,단국대,,,,
1935,94232,윤기수,,1971년 03월 19일,내야수(우투우타),0cm/0kg,경성대,,,,
1936,94233,김광현,44.0,1971년 10월 07일,포수(우투우타),182cm/98kg,신일고-단국대-OB-삼성,,,,
1937,94250,함석원,50.0,1975년 07월 17일,외야수(우투우타),182cm/72kg,충암고,,,,
1938,94252,조연제,,1975년 06월 21일,외야수(좌투좌타),0cm/0kg,덕수상,,,,
1939,94255,김명호,,1975년 08월 24일,내야수(좌투좌타),0cm/0kg,경기고,,,,
1940,94258,박종무,,1975년 03월 03일,외야수(좌투좌타),0cm/0kg,중앙고,,,,
1941,94260,길랑균,,1968년 10월 14일,내야수(우투우타),0cm/0kg,경기고,,,,
1942,94268,마원성,,1974년 04월 16일,투수(우투우타),0cm/0kg,서울고,,,,
1943,94310,이숭용,71.0,1971년 03월 10일,(좌투좌타),185cm/86kg,용암초-중앙중-중앙고-경희대-태평양-현대-우리-히어로즈-넥센,,,94 태평양 2차,96현대
1944,94312,김성태,,1971년 10월 10일,포수(우투우타),0cm/0kg,계명대,,,,
1945,94315,최인선,,1971년 07월 10일,내야수(우투우타),0cm/0kg,성균관대,,,,
1946,94323,하득인,,1966년 10월 09일,내야수(우투우타),0cm/0kg,원광대,,,,
1947,94330,최상덕,74.0,1971년 03월 31일,(우투우타),188cm/98kg,인천숭의초-동인천중-인천고-홍익대-태평양-해태-KIA-LG-SK-한화,,,,94태평양
1948,94333,곽병찬,,1971년 07월 15일,투수(우투우타),0cm/0kg,경남대,,,,
1949,94338,문창환,38.0,1975년 07월 09일,투수(우투우타),188cm/88kg,인천고,,,,
1950,94353,임성주,,1965년 05월 02일,외야수(좌투좌타),0cm/0kg,경희대,,,,
1951,94364,전준호,61.0,1975년 04월 10일,투수(우투우타),185cm/100kg,서흥초-동산중-동산고-태평양-현대-히어로즈,,,94 태평양 고졸신인,96현대
1952,94403,최찬욱,,1972년 01월 18일,외야수(우투우타),0cm/0kg,경성대,,,,
1953,94408,김실,74.0,1967년 06월 03일,(좌투좌타),173cm/72kg,일본 오와다초-일본 요도중-일본 진세이가쿠엔고-삼성-쌍방울,,,,
1954,94415,김태균,70.0,1971년 08월 19일,(우투우타),176cm/82kg,부산수영초-부산동성중-부산고-중앙대-삼성-롯데-SK,,,,94삼성
1955,94419,감병훈,19.0,1971년 05월 25일,투수(좌투좌타),185cm/88kg,경북고-단국대,,,,
1956,94426,최익성,22.0,1972년 02월 11일,외야수(우투우타),181cm/86kg,경주고-계명대-삼성-한화-LG-해태-KIA-현대-삼성,,,,
1957,94429,최용희,,1972년 04월 22일,투수(우투우타),0cm/0kg,미국 롱비치대,,,,
1958,94438,임채영,,1971년 08월 07일,포수(우투우타),0cm/0kg,경남대,,,,
1959,94444,박종호,44.0,1975년 07월 26일,포수(우투우타),180cm/77kg,경북고,,,,
1960,94450,김한수,86.0,1971년 10월 30일,(우투우타),186cm/88kg,강남초-신월중-광영고-중앙대-삼성,,,,94삼성
1961,94476,조문식,38.0,1975년 09월 29일,투수(우투우타),184cm/81kg,경북고,,,,
1962,94488,김충,74.0,1943년 10월 15일,(우투우타),170cm/73kg,선린상고,,,,
1963,94490,하기룡,75.0,1955년 05월 08일,(우투우타),177cm/90kg,배재고,,,,
1964,94495,이철성,74.0,1957년 03월 14일,(우투우타),170cm/72kg,산곡초-상인천중-인천고-인하대-삼미-청보,,,,86청보
1965,94511,임수혁,20.0,1969년 06월 17일,포수(우투우타),185cm/90kg,서울고-고려대-상무,,,,
1966,94518,홍순기,,1967년 07월 10일,내야수(우투우타),0cm/0kg,일본 명고옥 전기고,,,,
1967,94526,강상수,79.0,1971년 06월 22일,(우투우타),184cm/100kg,대천초-대천중-부산고-고려대-롯데-LG,,,,94롯데
1968,94528,주형광,76.0,1976년 03월 01일,(좌투좌타),185cm/92kg,부산수영초-초량중-부산고-롯데,,,,94롯데
1969,94532,강진규,97.0,1968년 05월 30일,(우투우타),181cm/85kg,완월초-마산동중-마산고-연세대-LG-롯데,,,,91LG
1970,94539,김종훈,77.0,1972년 01월 29일,(우투우타),183cm/80kg,가양초-한밭중-북일고-경희대-롯데-삼성,,,,94롯데
1971,94541,박태웅,,1974년 01월 16일,투수(우투우타),0cm/0kg,부산공고,,,,
1972,94545,박지철,46.0,1975년 04월 13일,투수(우투우타),180cm/69kg,동삼초-토성중-동래고-롯데-LG,,,,
1973,94549,윤민철,,1975년 07월 25일,투수(우투우타),0cm/0kg,경남고,,,,
1974,94558,손동일,46.0,1971년 07월 05일,외야수(우투우타),175cm/78kg,세광고-원광대-롯데,,,,
1975,94562,한성곤,,1973년 05월 22일,내야수(우투우타),0cm/0kg,경남고,,,,
1976,94602,유진우,,1972년 11월 24일,내야수(우투우타),0cm/0kg,광주상고,,,,
1977,94604,전성철,,1969년 09월 07일,내야수(우투우타),0cm/0kg,일본 대판상업대,,,,
1978,94629,이호준,27.0,1976년 02월 08일,(우투우타),187cm/95kg,광주중앙초-충장중-광주제일고-(호남대)-해태-SK-NC,,,94 해태 고졸신인,94해태
1979,94641,최재영,,1971년 08월 05일,투수(우투우타),0cm/0kg,단국대,,,,
1980,94663,배훈,,1972년 12월 16일,외야수(좌투좌타),0cm/0kg,인하대,,,,
1981,94706,전형도,71.0,1971년 10월 30일,(우투우타),177cm/83kg,사당초-휘문중-휘문고-단국대-한화-OB-두산,,,,94한화
1982,94724,정진식,83.0,1971년 11월 15일,(우투우타),180cm/82kg,가야초-개성중-경남고-동아대-한화-롯데,,,,94한화
1983,94727,길배진,42.0,1971년 10월 19일,투수(우투우타),182cm/85kg,대전고-원광대-한화,,,,
1984,94737,최호원,14.0,1971년 06월 14일,투수(우투우타),182cm/78kg,부산고-경성대,,,,
1985,94742,이요한,,1975년 03월 26일,포수(우투우타),0cm/0kg,북일고,,,,
1986,94745,박지상,,1975년 05월 19일,외야수(좌투좌타),0cm/0kg,세광고,,,,
1987,94747,김성한,,1971년 04월 17일,투수(우투우타),0cm/0kg,동아대,,,,
1988,94749,신진수,,1972년 02월 28일,외야수(우투우타),0cm/0kg,동아대,,,,
1989,94801,이승환,,1971년 03월 20일,투수(우투우타),0cm/0kg,원광대,,,,
1990,94812,김주성,,1972년 05월 05일,내야수(우투우타),0cm/0kg,동아대,,,,
1991,94821,김민국,,1972년 05월 27일,투수(우투우타),0cm/0kg,건국대,,,,
1992,94827,이군옥,,1971년 12월 27일,외야수(우투우타),0cm/0kg,원광대,,,,
1993,94834,유현승,68.0,1971년 03월 27일,투수(우투우타),182cm/78kg,경남고-동아대-쌍방울-SK-LG,,,,
1994,94836,조원우,74.0,1971년 04월 08일,(우투우타),178cm/82kg,부산수영초-부산중-부산고-고려대-쌍방울-SK-한화,,,,94쌍방울
1995,94841,고형욱,41.0,1971년 04월 17일,투수(좌투좌타),182cm/74kg,광주진흥고-인하대-쌍방울,,,,
1996,94842,오진희,,1974년 08월 19일,포수(우투우타),0cm/0kg,전주고,,,,
1997,94843,장재중,81.0,1971년 05월 19일,(우투우타),172cm/72kg,서울학동초-선린중-선린상고-건국대-쌍방울-SK-LG-SK,,,,94쌍방울
1998,94845,김성,,1971년 08월 10일,외야수(좌투좌타),0cm/0kg,영남대,,,,
1999,94851,유태준,,1975년 01월 22일,내야수(우투우타),0cm/0kg,서울고,,,,
2000,94858,강석,,1974년 07월 01일,내야수(우투우타),0cm/0kg,경기고,,,,
2001,95100,김성근,38.0,1942년 12월 13일,(좌투좌타),180cm/82kg,일본 가츠라고-동아대,,,,84OB감독
2002,95101,정현발,83.0,1953년 02월 20일,(우투우타),174cm/82kg,경북고-한양대-삼성-청보,,,,
2003,95103,조현,29.0,1976년 10월 04일,외야수(우투우타),178cm/90kg,신일고,,,,
2004,95114,심재학,88.0,1972년 10월 18일,(좌투좌타),183cm/98kg,영중초-충암중-충암고-고려대-LG-현대-두산-KIA,,,,95LG
2005,95146,신국환,46.0,1972년 10월 29일,내야수(우투우타),177cm/82kg,충암고-원광대-LG,,,,
2006,95157,김상우,,1975년 08월 25일,외야수(우투우타),0cm/0kg,휘문고,,,,
2007,95158,권용관,13.0,1976년 11월 19일,내야수(우투우타),180cm/80kg,봉천초-강남중-성남고-LG-SK-LG,,,95 LG 고졸신인,95LG
2008,95159,방동민,47.0,1977년 01월 20일,투수(좌투좌타),181cm/88kg,충암고-LG,,,,
2009,95160,강준기,,1973년 04월 28일,포수(우투우타),0cm/0kg,동국대,,,,
2010,95169,김정한,,1976년 11월 08일,외야수(우투좌타),0cm/0kg,신일고,,,,
2011,95190,이동우,64.0,1975년 04월 20일,내야수(우투우타),189cm/82kg,공주고,,,,
2012,95199,박노식,43.0,1974년 05월 08일,투수(우투우타),185cm/75kg,군산상고,,,,
2013,95208,정수근,8.0,1977년 01월 20일,외야수(좌투좌타),178cm/78kg,성동초-건대부중-덕수상고-(대불대)-두산-롯데,,,,
2014,95218,여준홍,53.0,1976년 04월 05일,투수(좌투좌타),182cm/76kg,동대문상-OB,,,,
2015,95223,김유봉,34.0,1976년 06월 29일,투수(우투우타),183cm/78kg,배명고,,,,
2016,95233,서석영,,1972년 04월 30일,내야수(우투우타),0cm/0kg,인하대,,,,
2017,95235,진필중,85.0,1972년 10월 13일,(우투우타),180cm/91kg,역삼초-휘문중-휘문고-중앙대-OB-두산-KIA-LG,,,,
2018,95236,송재용,,1972년 03월 14일,투수(우투우타),0cm/0kg,건국대,,,,
2019,95247,최용호,24.0,1976년 04월 30일,투수(우투우타),184cm/96kg,배명고-두산-KIA,,,,
2020,95269,이보형,,1972년 04월 06일,외야수(우투우타),0cm/0kg,동국대,,,,
2021,95273,양승호,80.0,1960년 01월 10일,(우투우타),178cm/88kg,우이초-신일중-신일고-고려대-상업은행-해태-OB,,,,
2022,95316,이용주,6.0,1976년 10월 31일,내야수(우투양타),178cm/76kg,동산고,,,,
2023,95318,위재영,18.0,1972년 05월 21일,투수(우투우타),183cm/84kg,석천초-동산중-동산고-인하대-태평양-현대,,,,
2024,95319,김병철,,1972년 04월 01일,외야수(우투우타),0cm/0kg,영남대,,,,
